time_of_day,day_of_week,location_id,historical_occupancy_rate,previous_duration_hours,traffic_density,is_available
8,3,6,77.58970823891845,7.367178358000887,High,0
6,4,37,63.00938494554116,3.4385057819349627,Medium,0
17,3,2,98.22594078707027,2.2630505792306392,Low,0
3,0,12,68.56766363336942,5.460522443950256,High,1
13,0,4,97.54819924477611,4.799713906026114,High,1
17,5,23,5.738847460709073,3.0143592569841884,High,0
8,1,13,13.896037074221246,3.0774842099298287,Medium,0
20,3,17,45.14588460004906,3.4865773147557633,High,1
1,1,31,38.487946088431514,2.6835392560952696,Medium,1
19,2,16,78.27348413570277,5.826810547706919,Low,0
14,6,41,16.061402646920374,5.38518803788404,Low,0
6,0,26,97.60951791114886,3.805832394097945,High,0
11,5,28,31.5065875260914,3.4839100683442785,Medium,0
7,2,1,42.892370774015944,3.237884520197788,High,1
14,5,47,27.474503244002292,2.6260124104419016,Low,0
2,6,12,57.93636173265473,1.1427249736779452,Medium,1
13,6,37,5.862870042258395,2.511535141418754,Low,0
16,4,50,14.967750557044878,2.909010115197988,Low,0
3,0,20,74.57977034187242,4.607630046990074,Medium,0
17,2,2,18.650058340480392,6.303413818085373,Medium,0
7,4,36,23.551445155666283,3.4677660862552373,Medium,0
3,6,15,79.29822357248378,7.585676793890689,High,0
1,2,38,9.33011783572536,6.705124725808718,High,1
5,5,22,43.74738227708409,7.886013859128089,Medium,1
21,4,44,2.3063386997226987,7.071522807811113,Medium,0
9,4,50,34.680739931790384,5.125444619820344,High,1
3,0,32,69.89814026107545,4.9885946586253915,Medium,0
21,1,20,9.01032797172283,1.4714459506566278,Low,1
17,5,36,88.83346267787601,5.917994366686758,Medium,0
11,5,33,90.9499042940716,5.001551431945035,High,0
1,4,15,10.49903751251351,4.301990775469886,Medium,0
9,4,50,99.07324363757766,5.699651544179664,Medium,0
3,0,46,29.75295533954889,3.830358821284953,Low,1
13,1,3,8.410167113160604,4.428947468062146,Medium,0
15,5,29,0.5067114497262271,3.4876422860244225,High,0
14,6,47,40.852289576386255,5.8802817002801735,High,0
7,3,27,62.98099857061177,7.074582279109161,Low,0
13,3,5,33.217924990331326,6.806337043494519,Low,0
22,1,31,83.67173654746227,6.395189540371016,High,1
7,2,22,71.660627556505,0.6034077840841319,Medium,0
20,0,35,35.016153196803266,7.339103479080945,High,0
15,1,7,73.43096666086046,2.5615679054254548,Low,0
12,3,6,94.04877369692498,7.15980457222532,High,0
17,4,26,9.309599854301709,1.9772607731703238,Low,0
14,3,1,30.610396015761687,3.7973431356855296,High,0
20,4,19,46.33259391166933,6.120490957451853,Medium,1
23,0,7,49.79901277547686,5.302092089578794,Medium,1
12,4,36,54.21956448860736,3.619414535220724,Low,0
8,1,12,30.062690653864856,5.589678925552088,Medium,0
14,4,20,66.72596459823491,4.617121325349796,Low,1
12,2,23,64.50845035298298,2.568022299766492,Medium,0
0,1,25,57.782150627161386,5.3474708412285485,High,0
6,0,30,11.376172171087662,2.0318531475839254,Medium,0
8,1,29,47.69678910959445,5.7049121319437415,High,0
23,2,31,35.622688748937556,0.523331582174321,Low,1
0,0,18,49.10384698381226,4.6157938532132725,Medium,1
11,3,41,92.1866435515026,3.5080072066710577,Medium,0
7,2,19,48.05313431584083,2.773278303514605,High,0
23,0,4,1.3980791839511841,4.367809754259781,Low,1
10,6,1,43.88367380841309,5.339837244019161,Medium,1
18,4,41,82.06481800493822,7.739841996600987,Low,0
16,1,15,78.00609232181682,6.747983674160732,Low,0
7,0,8,51.3390073528181,5.8786241231285805,Medium,0
2,1,15,24.97690128593153,4.092251837593598,High,1
2,4,15,46.50886629145451,3.441080897482657,Low,1
0,0,50,56.37022194181917,0.7439724093949791,Low,1
4,3,39,99.98714382741338,3.1932267729428614,Medium,0
9,6,22,64.41780901693774,6.8628285400446245,Low,1
6,6,18,69.42649300626135,3.380184364822175,Medium,0
8,2,16,49.1454143568052,3.9618874929660985,Low,0
6,0,2,35.448955078252986,2.5387581801867856,High,0
8,4,36,81.29529836472061,2.5559956911002506,High,0
7,0,20,49.493232433923616,0.964038206688113,High,0
11,1,16,99.4690129964525,5.103529442148506,High,1
1,5,3,45.71205742680441,3.8605205228400976,Medium,0
0,0,30,6.800028364757738,5.04470605618096,Medium,0
15,6,2,68.25781370900827,4.601651750216396,Medium,1
22,6,35,4.664145092581107,6.491334404728811,Medium,1
22,6,26,25.05015968847033,6.132589342336045,Medium,1
23,3,5,35.373825277990335,6.285903898534095,High,1
4,0,2,73.94835856213277,4.244292552062566,Low,1
2,2,20,49.423592640761285,3.154110135154479,Low,0
11,0,34,2.864593131025661,7.500774428997146,High,1
7,5,34,61.68498512759222,0.9070233028741546,High,0
21,6,20,41.143623742666236,1.6446598088767272,Medium,0
2,1,50,92.18345099671072,3.646993191324798,Medium,1
0,6,25,49.95623111402354,5.104682394260084,Low,1
2,0,20,70.89751459393389,0.5615028110504123,Low,0
4,3,25,21.886849232954685,5.894921144833565,Medium,0
14,4,14,76.09735645316532,4.690449070924361,Medium,1
13,0,47,72.09553104836723,4.13527069007694,High,0
2,0,44,90.40817085413082,3.6762127912090117,Medium,1
0,2,43,3.3821641719199214,4.396152738054684,High,1
4,3,43,44.75006976174512,1.713393008613107,Medium,1
22,5,39,67.91554027396302,1.315338044577369,Low,1
13,4,12,9.516390008021503,2.6722810906387884,High,0
6,6,48,41.06040671489124,5.821285939889935,Low,0
8,1,5,94.21466030661954,4.9121591287662225,High,0
14,0,2,43.59344908911282,4.100922632142595,High,0
14,5,16,98.54047834806315,4.786407244219703,Low,0
9,4,30,5.6839061079819615,4.694435097795074,Low,1
12,1,47,71.78297761408913,2.8028144411744402,Medium,0
18,5,43,58.10162362482695,1.2309196043354438,High,0
6,3,38,50.05396771321254,7.22586776497288,Medium,0
16,3,45,97.08474014850094,4.99933446967936,High,0
19,4,42,12.965040049112863,5.7331099976063875,Medium,1
3,6,24,89.59989516809134,3.9799791827521633,Low,1
4,1,30,69.12404111366102,6.1736043498242195,Low,1
22,3,37,25.89960732996327,4.883729479840004,Medium,1
6,4,39,90.16691456322934,0.9035084157289268,Low,0
12,3,11,42.92949178610132,7.175727765452684,Medium,1
14,3,14,81.42273280730709,2.7915211009091516,High,0
10,5,23,38.88365170474,1.5341808306600162,High,0
3,5,16,85.0930827433241,1.1603075577823683,Low,0
12,3,50,63.66291184450487,5.903302353815831,Low,0
6,2,21,14.104663358372715,5.779762751032699,Low,1
18,5,4,64.96631634695275,5.75121593609953,High,0
21,1,33,19.13447627018726,7.368145795111745,Medium,0
1,4,47,41.19226278941627,3.117072664982386,Low,1
9,4,14,17.029558425203373,4.708497922691924,Medium,0
12,6,19,2.2016115667118585,5.146216872457621,Low,1
20,1,5,21.18865394499575,7.846113714248469,Low,1
5,1,36,53.637202372412574,2.842596077889439,Low,0
11,1,31,48.156096777734604,7.672483999279553,Medium,0
11,6,45,50.14970955360637,1.6155074981178603,Medium,1
19,1,18,24.768687844660132,6.230010920208815,Medium,0
10,0,44,68.51612006141862,5.246644250153096,High,0
22,6,31,70.42632868203458,6.626720279539906,High,0
6,4,30,35.79678255596656,0.7151418022988536,High,0
0,0,21,88.11700884741744,1.0859828220429186,Medium,0
0,6,47,64.40232166355479,1.0227183467685939,High,0
19,3,30,71.30392752586317,4.947195916229658,Low,0
12,3,41,27.733991793893942,5.022020506816535,Medium,0
8,4,4,0.06116351555870425,7.295786670162322,Low,0
2,3,5,86.53756121021095,4.0070263588883375,Low,1
6,1,41,82.24243845798085,1.0103679125372296,Medium,0
5,6,45,12.319188804283021,2.0714705121688657,Low,1
7,0,10,37.410513495630646,0.5605482111338218,Medium,0
8,1,27,66.13393083885826,6.3253589384630375,High,0
4,3,16,65.21108572187282,6.616995776605809,Medium,0
0,5,30,86.03503348085565,7.98455312213102,Medium,0
18,0,13,14.026816163542854,3.5914583678982073,Low,0
9,1,36,42.99397477851188,0.6447378155119439,Low,1
11,6,21,9.722441792642478,2.2604741111777917,Low,1
23,4,45,38.959524843862816,4.9082665074747185,Low,1
14,1,40,1.5107445587704382,7.714572252895523,Low,1
21,5,45,89.8273065110127,1.2768391360309574,Low,1
23,3,15,52.70439968286811,1.4117976512055708,Low,0
8,0,20,84.98022608023537,5.7631923895920725,Low,0
19,4,20,5.990470100336376,5.5040529126616216,Low,1
16,0,45,22.745811047292065,2.378797664838748,Medium,0
16,4,5,25.937999522118062,6.598585932608892,Low,1
19,6,32,38.6691494638788,1.465840666080974,Low,0
11,0,6,80.28663723975461,7.443063835825699,Medium,0
6,3,30,38.655787373149266,2.0077394774931605,High,0
1,6,26,20.4653529646327,1.1101427954225374,High,0
2,6,37,6.499026033876842,3.04641564855391,Medium,0
16,4,13,7.949174835268746,1.9088096640090872,High,1
4,2,29,76.00472059609774,4.452059187770247,Low,0
16,0,5,44.4802991036633,5.651349030287945,Low,1
23,0,25,72.61811220000153,4.181911838587184,Low,1
16,1,13,68.22871217636975,5.454554988582332,High,0
16,4,24,13.536246176025779,3.236903857999883,Medium,0
1,5,31,14.28879341922672,0.7094194792897999,Low,0
1,2,20,75.53420154341339,7.805480931688618,Medium,0
21,3,8,72.12682934854172,6.645601284049966,Medium,0
22,1,9,37.80307668743104,1.0506411806347105,Low,1
4,2,21,7.742226333284008,3.8688229711725084,Medium,1
0,4,20,1.20980216984522,5.2626430255390595,Medium,0
0,2,15,28.815694946174485,1.9294570292947841,Low,1
18,6,26,0.9222273587226937,4.834914585220786,Medium,0
1,0,42,23.00726211037034,4.502364635882653,High,1
20,6,11,41.95007402113385,2.0619889140102856,Low,0
11,0,37,12.141576531195419,1.5590773195808993,Low,0
5,1,41,10.427775783154624,6.192217172139781,Low,1
22,4,11,89.64374357187366,2.919398346122253,Low,1
3,4,27,58.547002902288924,2.330304003816825,Low,1
22,2,30,93.44556867627814,6.034087646044915,Low,0
10,1,19,34.58261637856792,6.020515190172365,Low,1
23,4,34,67.71449373291631,2.573012422521719,High,1
16,5,38,20.469167462179037,7.044263459388903,Medium,0
5,5,23,61.83403172799412,5.661876238042568,High,0
23,6,1,12.958573000998442,3.093231633661536,Medium,1
4,0,3,0.2080639176285759,3.706172376384942,Low,1
19,2,3,93.1531801409579,5.950322644479633,High,0
1,3,28,55.489437617520935,2.08687874671619,Low,1
5,0,14,92.69406627820395,4.01570594356418,Medium,0
21,1,30,33.383152370207206,5.401687566935747,High,0
10,4,5,32.778606916175676,4.546239110065349,High,1
15,0,49,40.06550017730317,5.0624625942837,Medium,0
15,3,15,70.60409839581683,4.596593746075847,Medium,0
0,3,38,56.58086341861742,1.9942058284251507,High,0
8,5,14,92.5354907099118,3.5765400872946604,High,0
5,1,14,2.5440901132439353,4.489891216081593,High,0
15,0,49,70.81959379725365,6.350470567594596,Medium,0
2,2,8,33.03276893665543,5.404281778771569,Low,0
19,0,8,18.023365181846117,3.6994320888945107,High,0
3,5,19,51.039562252009894,7.807998741193591,Medium,0
18,6,32,50.5063784179996,1.3084664125979388,High,0
2,3,31,13.70110286884284,2.051036514162263,Medium,1
18,1,29,20.189605613288986,3.0598445752374803,High,0
19,1,41,40.81646649015549,2.214290577409326,Medium,1
6,2,11,40.88114123923153,5.190814976045085,Medium,0
19,1,45,31.75581396196847,0.7966304700219144,High,1
8,5,13,14.854515150998093,1.8307758820506193,Medium,0
0,5,27,0.4373679100979522,2.7001042824395327,Medium,1
7,5,19,97.02350624280206,5.625093313094873,Medium,0
6,1,26,94.3499229703927,7.06898661935846,Medium,0
17,1,37,48.36503791761352,6.488688279147908,Medium,0
7,5,48,99.50517532750057,1.8656069993769115,Medium,0
0,1,9,67.36543307822433,4.740543188308019,Medium,0
10,1,28,6.885753760754154,0.7251698400851543,Medium,1
17,3,32,11.771819908262737,2.829025815146459,High,0
22,0,3,91.61108438696377,6.54487846121245,Medium,1
9,4,32,63.00522021496284,3.9249928530750466,Low,0
2,1,5,84.31836266573511,1.6245599170687592,High,0
6,4,8,89.82696496338443,3.789150361162345,High,0
15,6,14,44.79420112823861,1.9852469409667122,Low,0
15,4,3,4.852595157669304,3.448935933979721,Medium,0
19,3,24,18.828034889732205,4.158751045608826,Low,1
16,1,13,6.65719473024351,3.1216858438327133,Low,1
1,5,43,18.873984569850734,7.527267128253956,Low,1
0,4,29,41.05329264558768,4.718977231672865,High,1
15,1,8,11.819681051498543,6.821695054601725,Medium,0
11,2,42,16.673324780534326,6.205464102916852,High,1
4,6,31,44.58217820716792,5.458747319508324,Medium,0
4,5,26,34.01709503884896,4.226665612269366,Low,0
22,2,18,46.765812418804096,0.5163033783619062,High,1
8,2,18,42.917202775906205,5.101007004140628,Medium,0
8,4,7,64.44780259798834,3.1696808975187327,Medium,0
2,2,48,93.71895488758545,1.3832162510098909,Low,1
18,3,38,10.786433844424248,3.8346969770905828,High,0
15,3,48,9.926014930919491,6.016649917124785,High,0
15,4,16,85.2806111090902,7.71258346024028,High,0
2,1,33,50.63967046524591,3.305786683415615,High,0
19,0,3,76.64050235684422,4.570424740287326,High,0
23,1,38,21.542190360728142,6.884332875226887,High,1
21,1,4,82.88625731675518,3.004995649625111,High,0
23,1,36,92.38466241926959,1.5669293372811153,Low,1
0,1,4,63.54830155464882,2.614113734245168,Medium,1
23,5,42,10.587902147380223,7.24342122356291,Low,0
19,0,9,89.52948141563388,1.695448313463783,Medium,0
10,5,40,79.24877273700713,2.9691579575508653,Medium,1
16,2,17,75.08777765144899,3.9848023287525547,Medium,0
7,6,17,3.672818890591556,6.8533491761819,High,1
3,1,33,79.89625252569712,7.53284962739731,High,0
5,6,20,13.7951010468357,3.6935773222494115,Medium,1
7,3,14,22.23861761968884,7.489655362651367,Medium,0
19,4,22,57.71348348692575,1.7109432114331593,High,0
2,4,27,26.498077291688304,1.676392189222778,High,0
15,5,43,66.13482063119197,7.619381147260984,Medium,1
2,5,3,60.80704476990816,4.322601001462484,Medium,0
17,3,24,10.814959801326262,1.8943087651546546,Low,0
13,1,30,65.60145795915064,4.159927779316714,High,0
17,6,8,92.395490982493,6.374083665342886,High,0
1,6,22,16.110990518583314,6.7019027429264275,Medium,1
21,0,25,59.70620209428874,6.979769424869318,Low,0
2,2,10,34.18653719366941,4.771781773155639,High,0
15,4,49,45.961167177360394,7.002095107759103,Low,0
8,2,29,28.700017907896992,4.32522656602441,Low,0
3,0,40,35.41306363476953,5.05294926793308,High,1
0,5,1,2.891182326655728,6.190398517037339,Medium,1
3,6,21,98.15517379172206,3.690764695328814,Low,0
0,4,39,62.479992207274826,1.051861153540811,Medium,1
13,2,24,50.07055904938853,3.126247676432732,High,0
20,5,9,38.37153495003267,5.1795816259697025,Low,0
15,0,44,53.937455882402766,1.9424927722960765,Medium,1
19,2,26,38.010599871580396,1.6128902262473004,Low,1
23,6,9,35.99079274936733,2.698104084435782,Low,1
7,1,20,46.394654172201314,0.7408359670836602,Low,1
6,5,35,27.59830336711908,6.075671735651898,High,0
2,0,36,18.004989996678546,2.440367016412541,Medium,1
16,2,42,55.66058981802935,1.4317879747744964,Low,0
0,6,36,84.2765436150301,5.743470619725764,Medium,1
15,1,9,15.28281777258923,6.821960094074659,High,1
11,1,22,3.273434060421865,0.6490669689633384,Low,0
18,0,1,24.681174515403615,2.251998280559186,Low,1
21,3,5,97.97206434538109,7.589242436521876,Low,1
22,6,9,82.87580737433393,3.3894060194958144,Medium,1
21,6,37,59.58660535285966,7.539440475364485,Medium,1
13,4,38,92.9248915243136,2.5565940377800804,Low,0
5,0,19,44.52791168372446,2.1355072667894897,Medium,0
5,1,8,98.3280602575174,2.105813087959969,Medium,0
12,1,42,29.630204511928405,1.139214953187037,Low,0
18,0,43,24.03057495159391,7.223242163818442,Low,0
21,3,32,63.8048201147011,7.848762669746758,Low,1
7,4,13,37.81539679503604,7.658816054537284,High,0
1,2,20,62.636554197625784,6.890211048704555,Low,0
20,0,36,30.49955183026858,6.851659307382314,Low,1
0,4,43,61.791825683799104,5.458141003767407,Low,0
14,6,44,27.574626058503636,6.696602839629602,Low,0
0,4,37,5.097206881888994,2.062567732572858,Low,1
4,5,30,91.21359019231834,3.409344727903464,Low,1
15,1,10,88.32052018734622,5.306272199710609,Low,1
18,2,31,97.0798149272672,7.060784994211972,Low,0
3,0,25,71.65271762214047,5.453520967765877,High,1
2,1,29,68.2721177735303,6.792664687506544,Medium,0
16,5,24,55.90030700748307,4.05462136886973,High,0
16,5,39,12.594241635252267,5.879778032787832,High,0
11,1,21,18.923531094927004,7.84985604781315,Low,1
13,3,41,28.94696886725362,1.651164178473183,Low,0
20,4,9,89.01563625733944,7.451905192369175,Low,0
5,0,42,17.296952460307512,4.417729608814271,Low,0
2,0,42,92.28731744878907,5.324135230475435,Medium,0
8,0,2,52.27857330514172,7.084017551828845,Medium,1
4,1,4,71.55696354730722,3.572406294142377,High,0
23,6,8,11.024448668056653,3.64019431167538,Medium,1
16,3,32,26.90335487759109,4.453863772603253,High,0
13,2,14,95.85186081814263,0.6432656337263793,Low,0
20,5,49,26.614994692973138,4.224996357075131,High,0
2,1,13,29.65217203911461,2.6831544874567275,High,0
0,6,21,19.75973848410795,7.4596563679383605,Medium,1
19,2,24,12.907366530682951,1.1580147406477348,High,0
20,5,50,23.325764145399795,3.9449034651485135,Low,1
22,5,18,64.23268919507984,7.6060112778302065,Low,1
0,3,45,45.536773350356356,7.257764377388582,Low,0
2,4,40,55.37558363378986,5.760113317809126,Low,0
17,0,26,12.236482876602429,4.92020788997056,Medium,0
9,2,32,80.21164471629001,2.605482028496301,High,0
21,1,44,78.4094700579848,3.252178345643411,High,0
2,2,33,2.158991114267539,1.1760114856559543,High,1
7,4,31,38.351509451030495,6.395812233186782,High,0
13,0,18,6.877060197114782,2.929023259278588,Low,0
23,2,35,79.21057794149581,5.508364242726556,Medium,0
17,4,12,73.72696831257043,3.1819608289896006,High,0
14,1,25,90.1988094293156,3.98247831047197,High,1
21,3,45,23.64039589531146,4.662518542822962,Medium,0
22,6,31,45.62958831277989,6.513893062929527,High,1
1,5,10,18.448787716439774,2.083672831555103,Medium,1
9,1,47,37.123493447411946,3.490740401223923,High,0
1,0,34,52.2243251566884,1.4756117891886318,Medium,1
16,5,3,5.333078983858897,1.0682037869094447,High,1
7,6,46,71.48704106773852,5.035057671265939,Low,0
0,1,39,54.329336037107524,1.91818283269177,High,1
8,1,8,82.89590172106733,0.948495064445741,Low,0
10,1,32,27.178050119119725,7.228234484048041,Medium,0
21,1,43,90.33211052692545,4.507358148390469,Low,0
15,5,29,99.86942530304434,1.5097115555223848,High,0
6,0,22,91.92984383776745,0.9006959558566228,Low,0
9,6,20,77.78924758331542,1.398950400602421,Low,0
22,4,6,81.23688028737807,4.035029302404606,High,0
2,2,43,57.374424254458646,5.513489413766734,Medium,0
17,3,49,19.01538629126105,5.3096005623953415,Low,1
23,6,29,67.70406851477173,1.583173146983739,High,1
12,2,42,71.27530020599315,5.251167138782816,Low,0
6,2,17,98.53851402679057,3.5364921816319956,Medium,0
3,3,31,54.13013162563218,3.985578382245988,Medium,0
12,6,34,27.13690150250564,6.510728046839879,Medium,0
19,5,38,68.36725217395067,2.9937452950972876,Low,1
0,0,37,97.93758196664545,1.6024928537251533,High,0
7,3,4,17.7213908269094,7.050898501747554,Medium,0
13,0,2,32.59979185356027,2.090979318997535,High,0
15,5,12,54.188095377268105,2.70522402915982,Medium,1
13,2,35,17.02146348820048,5.799425441769668,Low,0
11,0,6,2.2220639519938357,5.626627377932055,Low,0
18,5,46,33.69831224412506,6.503000159628716,Medium,0
22,5,8,86.53708015010581,1.878999810859558,High,0
14,4,21,4.346839932371482,3.1420991998565246,High,1
1,3,46,42.89290590169175,1.4441242921719581,Medium,0
1,4,35,76.22007729260825,4.557793603764532,Low,0
22,2,48,95.31825969108853,2.694279444040259,High,0
21,3,15,98.54753990044323,5.667017307564221,High,0
18,2,7,42.19693806087417,0.502582759884058,Low,0
21,4,15,95.03842943791176,0.9476224884468444,High,0
21,6,45,3.541897328086374,3.744202253895075,Medium,1
16,5,6,74.59169379985563,7.686381169816764,Low,0
19,2,47,64.27460346336129,7.181385405193872,Medium,0
9,3,17,24.95218575861523,7.955067710464874,Low,1
5,3,4,50.73185006796489,3.6262266864803365,Medium,0
14,2,22,12.955373776049562,0.8492636470531365,Medium,1
21,3,32,87.1597150951561,2.794671065148218,Medium,1
10,5,22,35.78980855456479,5.5682813913046365,High,0
4,6,27,62.60444704657166,1.5137285732556145,High,1
0,5,46,15.877628628726226,2.749791340700008,Medium,0
7,3,15,20.61648446312071,0.92124623408644,Medium,0
20,2,44,99.19563708031521,4.062252787926757,Low,0
11,4,22,75.30863944413294,2.066905082713159,High,0
11,3,28,96.19718697740709,1.1843602017425177,Medium,1
4,3,42,29.585116521204412,3.584118571118593,High,1
6,3,38,16.45628766198204,3.134190532806162,Low,0
3,3,9,50.306846347883095,4.531383027091192,Medium,0
5,2,34,49.466828222734335,6.117789914852294,High,1
12,4,36,17.494651375798785,1.3442655231987892,Low,0
19,4,9,73.32195695814102,6.433441926575064,Medium,0
14,0,15,36.17775344387341,0.6971748490638509,High,1
2,3,45,18.63652309305173,3.8232642687188587,Low,1
22,3,20,33.19833945432884,4.905727151644115,Low,1
7,0,8,56.36586996350152,7.677490048548482,High,1
19,4,28,72.64709321804432,4.804422701522372,Medium,0
15,1,19,48.18908860574845,1.6906189495354145,High,0
12,5,16,52.55949898283735,4.381563540079318,Low,0
17,1,11,13.89459359427484,3.468379603935621,Low,0
9,4,42,91.46909247082321,4.095166757001827,Medium,0
18,6,8,92.87241979920444,1.9782276099431544,High,0
16,3,33,68.34265904180037,4.256202817334539,Medium,0
23,1,10,1.7631408934024706,1.6252982321815763,Medium,0
18,2,18,53.70742159033261,6.080323105181524,Low,0
22,2,35,62.92189720886135,4.954296951691984,High,1
4,0,43,99.465422295811,1.0889576869383748,High,0
20,4,50,99.60669551947969,7.172108509467349,Low,0
22,4,3,85.76112353255574,5.122847034617288,Low,0
8,1,40,6.383099202611353,2.8708029134587356,High,0
11,3,27,95.32763907787299,0.8423179964548273,Medium,0
20,4,28,61.26612471519991,5.241700218287248,Medium,0
0,1,46,80.08867704791794,3.3008019601125262,High,0
0,1,6,40.719284968585356,7.307135786588657,Medium,1
14,5,47,31.96694712345898,0.7615837453563091,Medium,0
1,5,14,46.3244145483808,0.793268265066825,Low,1
21,4,7,14.687451296882692,7.619744651802016,Medium,1
15,1,10,35.7066138753306,7.736554592596296,Low,1
7,0,15,85.76174997682786,0.7080667007947895,Medium,0
12,0,31,3.795048626088149,5.870249262059956,High,0
20,5,29,15.087804682460447,2.1612113924663037,Low,0
0,4,42,12.511615964948552,5.7604457471455435,High,1
15,3,17,40.307554270022806,7.015495974934877,Low,1
6,6,29,99.69869008908617,1.2562360914670654,Medium,0
4,0,49,17.33579302113827,2.2907481257153153,High,1
21,0,44,14.548264959926016,0.6805825124487113,Low,0
22,5,15,91.50557297761544,0.828723840833306,High,0
2,5,26,88.20505169659657,0.7221339366333064,High,1
11,4,12,3.224036999655444,6.505117673198109,Medium,1
15,5,25,75.1705960179315,2.737195088230825,Low,1
18,2,41,65.54657014764295,4.199085796789918,Medium,0
4,6,5,76.7740809852709,6.4088319769776225,High,0
21,1,4,49.45024547959221,4.212077470300386,Low,1
13,0,44,99.13792184482956,3.7189704696844705,High,1
4,2,48,4.384701871096319,0.5867990486709411,High,1
14,3,41,23.437158640380574,4.760296269025671,Low,0
16,2,31,39.65459869736151,1.435573086028148,High,0
13,4,3,44.97779415657032,6.234861805932697,Low,1
19,3,3,92.13674026995187,2.433032928612647,Low,0
4,3,26,56.000436407725886,5.556405581064913,Low,0
11,5,50,4.511099552039388,5.346676458685096,High,1
15,2,17,40.78629634256619,5.125067021975151,Medium,1
15,4,10,41.64904123690699,2.5021400565289444,High,1
20,0,2,96.54909384377848,2.5031733288167612,High,0
6,6,24,59.919709102110815,6.972860325809974,Low,0
3,5,11,63.56510711589388,0.5960549947282024,Medium,1
0,2,24,71.32530312512708,1.8614197509046844,Low,1
4,0,35,77.00393156821232,5.076281882314888,High,0
22,2,23,63.50510702024892,6.627846908023773,Medium,1
9,5,32,23.71943511339355,3.18759131504644,Low,1
21,0,23,87.40459143411641,5.400825939581001,High,0
4,5,34,73.21198004106301,4.678673147151772,High,1
3,2,41,74.18704850969559,0.9840507836152654,Medium,0
1,3,19,99.65567392347492,5.163126476980086,High,0
19,6,2,80.2526534863316,6.6042760420437014,High,0
9,1,2,82.91514031551532,7.94336240224557,High,0
18,6,15,95.14055157101583,0.7223005448879214,High,0
0,3,21,15.113399984889387,5.45043629437901,Medium,0
23,5,35,49.772737647806785,3.609121648609716,High,0
4,6,5,58.05670235907876,0.5734091652965396,High,0
12,5,43,32.927572922245766,5.107707077813835,High,1
3,5,27,83.94033438945056,1.4182047391672663,Medium,0
15,0,24,76.24196216457234,3.3392513764185248,Medium,1
23,4,7,72.08830745081241,2.460253193663017,Low,1
15,5,6,99.71494397581668,3.208725517033245,Medium,0
22,6,46,25.938137340839052,4.195216861257122,High,1
1,6,33,73.54572516754213,3.1940714936713586,Medium,0
16,6,49,55.14044749059006,4.645489029421544,Medium,0
19,3,17,31.298918249387608,2.2898726767464033,Medium,1
23,1,46,16.058687072312583,5.265213255712862,High,0
11,5,42,89.58838370675471,6.9032225309364,Low,0
17,5,30,59.54554827078453,2.1805028518640928,Low,0
